Solar_elevation,Solar_Azimuth_CW_of_N
-27.2185249747175,267.052720546878
-28.1388086518652,268.216478179947
-29.0596513481632,269.389692486846
-29.9806722506112,270.573233496146
-30.9014801231795,271.768007002163
-31.8216722050637,272.974956542598
-32.7408330283523,274.195065437447
-33.6585331510787,275.429358875709
-34.5743278013611,276.678906032365
-35.4877554282014,277.944822193177
-36.3983361545581,279.228270858956
-37.3055701284008,280.530465793766
-38.2089357680242,281.852672973108
-39.1078878984068,283.196212377988
-40.0018557764822,284.562459568946
-40.8902410045604,285.952846960171
-41.772415333004,287.368864697686
-42.647718355747,288.812061026939
-43.5154551054167,290.284042013859
-44.3748935588583,291.786470459416
-45.2252620688987,293.32106382097
-46.0657467444239,294.889590924414
-46.8954888084399,296.493867219687
-47.7135819728371,298.135748299471
-48.5190698795767,299.817121368014
-49.310943670567,301.539894315794
-50.0881397632316,303.30598202878
-50.8495379253276,305.117289541778
-51.5939597609584,306.975691638313
-52.3201677395296,308.883008510304
-53.0268649200876,310.840977126458
-53.7126955440111,312.851218026667
-54.3762466881229,314.915197369654
-55.0160511860095,317.034184221476
-55.6305920353541,319.209203291524
-56.2183085104547,321.440983605994
-56.7776041883575,323.729903958022
-57.3068570708915,326.075936383846
-57.804431939311,328.478589370765
-58.2686950107954,330.936852979826
-58.6980308747026,333.449148524597
-59.0908615715978,336.0132858351
-59.445667542713,338.626431389997
-59.7610100280497,341.285090652892
-60.0355543379126,343.985107736834
-60.2680932787986,346.721684997884
-60.4575698962297,349.489424306854
-60.6030986209898,352.282390592269
-60.7039838861986,355.094196859671
-60.7597353315893,357.918108392488
-60.7700788315153,0.747162382009606
-60.7349627703069,3.57429798912909
-60.6545592286469,6.3924909642036
-60.529260016765,9.19488656042654
-60.359667768511,11.9749246229733
-60.1465825681326,14.7264514013877
-59.8909847950917,17.4438137263612
-59.5940150242636,20.1219325732979
-59.2569519004457,22.7563545362701
-58.8811889172789,25.3432811926525
-58.4682109790262,27.8795776126436
-58.0195715227347,30.3627622651796
-57.5368708439715,32.7909812451433
-57.0217361185014,35.1629700970508
-56.4758034595106,37.4780065714606
-55.9007022071669,39.7358574801319
-55.2980415224722,41.9367224811685
-54.6693992550682,44.0811771921296
-54.0163129763239,46.170117554829
-53.3402730137858,48.2047069056458
-52.6427172884155,50.1863267713892
-51.9250277386717,52.1165320325259
-51.1885281117814,53.9970107819643
-50.4344829089498,55.8295489594559
-49.6640972847375,57.615999655676
-48.8785177185931,59.3582568477719
-48.0788332966353,61.0582332420779
-47.2660774625139,62.7178418500313
-46.4412301164882,64.3389809020945
-45.6052199609538,65.9235217041099
-44.758927008074,67.4732990548226
-43.9031851807187,68.9901038672327
-43.0387849514984,70.4756776660875
-42.1664759763606,71.9317086661753
-41.2869696891144,73.3598291691695
-40.4009418315136,74.7616140487405
-39.5090349003644,76.1385801242685
-38.6118604986762,77.492186251164
-37.7100015823571,78.8238339812534
-36.8040145975084,80.1348686691512
-35.8944315061524,81.4265809203762
-34.9817617003612,82.7002082942604
-34.0664938063546,83.956937189585
-33.1490973813013,85.1979048536929
-32.2300245063682,86.424201466667
-31.3097112800727,87.6368722613915
-30.3885792162882,88.8369196479905
-29.4670365513338,90.0253053176811
-28.5454794645133,91.2029523062686
-27.6242932162624,92.3707470021939
-26.7038532077308,93.5295410874346
-25.7845259651841,94.6801534026836
-24.8666700520347,95.8233717305689
-23.9506369106132,96.9599544926304
-23.0367716349102,98.0906323573053
-22.1254136744332,99.2161097573778
-21.2168974679392,100.337066316292
-20.3115530040216,101.45415818345
-19.4097063031728,102.56801927914
-18.5116798127705,103.679262450162
-17.6177927020565,104.788480537376
-16.7283610380129,105.896247356755
-15.8436978141745,107.003118595447
-14.9641127913985,108.109632624459
-14.0899120900722,109.216311229593
-13.2213974432642,110.32366026217
-12.3588649732084,111.432170211075
-11.5026032775422,112.542316697536
-10.6528904857067,113.654560894011
-9.80998973019307,114.769349868467
-8.97414209469796,115.887116855276
-8.14555539457258,117.008281453901
-7.3243857774164,118.133249756547
-6.51070633667697,119.262414405842
-5.70445083574417,120.396154583812
-4.90530625956627,121.534835933297
-4.11249050642719,122.678810413142
-3.32424128178809,123.828416088597
-2.53645799336451,124.983976858549
-1.73823480780135,126.145802121405
-0.890861802900163,127.314186381726
0.106415987267538,128.489408800038
0.714675058539645,129.671732688581
1.33858734782657,130.861404956207
1.9702325010279,132.05865550611
2.60339344877383,133.263696590518
3.2333616911206,134.476722127179
3.85674565565592,135.697906982941
4.47128350457072,136.927406230469
5.07566174403019,138.165354384754
5.66927554696214,139.411864626831
6.24940941801214,140.667028022774
6.8156649800198,141.93091274677
7.36731457874386,143.203563317777
7.9037079823381,144.484999859896
8.42425343387049,145.775217397214
8.92840528638421,147.074185194433
9.41565505069082,148.381846154941
9.88552481707368,149.698116288477
10.3375624771041,151.022884260583
10.7713383251005,152.356011036127
11.186442711695,153.697329629073
11.5824844955169,155.046644970265
11.9590900983662,156.403733904506
12.3159030156794,157.768345327379
12.6525836694403,159.1402004713
12.9688095170965,160.518993349007
13.2642753496097,161.904391361243
13.5386937261886,163.296036073684
13.7917955039166,164.693544166283
14.0233304284696,166.096508556061
14.2330677580234,167.504499692279
14.4207968971036,168.917067020461
14.5863280206865,170.333740609416
14.7294926717589,171.754032932995
14.8501443179838,173.177440795911
14.9481588552079,174.603447390718
15.0234350474531,176.031524470865
15.07589489478,177.461134622859
15.1054839221092,178.891733618844
15.1121713837076,180.32277282956
15.0959503796775,181.75370167658
15.0568378823574,183.183970102011
14.99487467222,184.613031033576
14.9101251843378,186.040342823064
14.8026772681948,187.465371636586
14.6726418651774,188.887593775929
14.5201526097037,190.306497911504
14.3453653616134,191.721587208882
14.1484576791407,193.132381332711
13.9296282436043,194.538418313819
13.6890962489123,195.939256267514
13.4271007712105,197.334474953427
13.1439001365882,198.723677169605
12.839771307906,200.106489976023
12.5150093158283,201.482565744992
12.1699267641287,202.851583038296
11.80485344617,204.213247313022
11.4201361183547,205.567291460043
11.0161384884423,206.913476180952
10.5932414930024,208.251590210841
10.1518439604237,209.581450395697
9.69236378575305,210.902901634319
9.21523978329949,212.215816695604
8.72093443453895,213.520095922687
8.20993781388546,214.815666835931
7.68277305508916,216.102483646958
7.14000382899132,217.380526696066
6.58224452846445,218.649801825143
6.0101747079304,219.910339698099
5.42456349842448,221.16219508031
4.82610075438338,222.405446088177
4.21745266133579,223.640193419301
3.59909059921451,224.866559573153
2.97269971792427,226.084688071437
2.34098754759982,227.294742686656
1.70786781542154,228.496906686679
1.07864948545263,229.691382102387
0.460229656200591,230.878389024804
-0.301993785550377,232.058164937452
-1.25338699863382,233.230964089005
-2.07125424766452,234.397056910782
-2.86285473772025,235.556729483024
-3.64995551510556,236.710283053418
-4.43965801855879,237.858033610891
-5.23482302369728,239.000311517276
-6.03671146119677,240.137461199144
-6.84587157469063,241.269840901751
-7.66249560793499,242.39782250685
-8.48658248586639,243.521791415878
-9.31801930781075,244.642146499912
-10.1566252343941,245.759300117615
-11.0021765094255,246.873678202399
-11.8544213864936,247.985720419892
-12.7130893551187,249.095880396869
-13.5778969973742,250.204626022773
-14.4485517719593,251.312439824984
-15.324754477459,252.419819419089
-16.2062008461196,253.527278035416
-17.0925825475151,254.635345123201
-17.9835877796381,255.744567033816
-18.8789015628516,256.855507784537
-19.7782058131541,257.968749904391
-20.6811792461904,259.08489536362
-21.5874971470001,260.20456658831
-22.4968310292987,261.328407561614
-23.4088482006903,262.457085012913
-24.3232112446579,263.591289696008
-25.2395774265046,264.731737757101
-26.1575980275487,265.879172192882
-27.0769176098216,267.03436439839
-27.9971732119008,268.198115803512
-28.9179934752776,269.371259595877
-29.8389976996568,270.554662526568
-30.7597948248167,271.749226793322
-31.6799823359857,272.955891993752
-32.5991450892217,274.175637138429
-33.5168540528847,275.409482710428
-34.4326649609619,276.658492753892
-35.3461168740143,277.923776969353
-36.2567306433739,279.20649278769
-37.1640072744968,280.507847387573
-38.0674261857568,281.829099612893
-38.9664433596204,283.171561736772
-39.8604893841448,284.536601007034
-40.7489673840882,285.925640894378
-41.6312508428027,287.340161948613
-42.5066813185046,288.781702149996
-43.3745660616482,290.251856621876
-44.2341755441527,291.752276547284
-45.0847409160738,293.284667105879
-45.9254514116428,294.850784219027
-46.7554517338484,296.452429859978
-47.5738394558417,298.091445654102
-48.3796624880447,299.769704461935
-49.1719166723366,301.489099607316
-49.9495435790513,303.251531386443
-50.7114285988069,305.058890474885
-51.4563994391946,306.913037842536
-52.1832251558225,308.815780796975
-52.8906158674635,310.768844810194
-53.5772233252719,312.773840850143
-54.2416425247597,314.832228045144
-54.8824145647681,316.945271665393
-55.49803096768,319.113996618343
-56.0869396766251,321.339136930567
-56.6475529354041,323.621082028554
-57.1782572315111,325.959821030267
-57.6774254388,328.354886705078
-58.143431230763,330.80530122587
-58.5746657467163,333.309526287391
-58.9695563813664,335.865420548446
-59.3265874360846,338.470207610742
-59.6443222240193,341.120457809952
-59.9214260705141,343.812086901232
-60.1566895081208,346.540374226218
-60.3490508476929,349.300002132871
-60.4976172293315,352.085117304044
-60.6016832346905,354.889413303817
-60.6607461856333,357.706232185723
-60.6745173677449,0.528681573312156
-60.6429285965892,3.34976238584113
-60.5661337771873,6.16250149477321
-60.4445053727688,8.96008317607027
-60.278625972503,11.735973326838
-60.0692754034154,14.4840310273696
-59.8174140456011,17.1986030701055
-59.5241631646501,19.8745984106492
-59.1907831614106,22.5075409608785
-58.8186506562958,25.09360057961
-58.4092352798347,27.6296033836796
-57.9640769460624,30.1130235065295
-57.484764256034,32.5419591222511
-56.9729145315999,34.9150959265073
-56.4301558292517,37.2316613525629
-55.8581111421841,39.4913726552262
-55.258384873975,41.6943816822895
-54.6325515642858,43.8412187370637
-53.9821467673951,45.9327374736639
-53.308659927603,47.9700623047622
-52.6135290592268,49.9545393714419
-51.8981370200132,51.887691747783
-51.1638091616001,53.7711792374643
-50.4118121458992,55.6067628691965
-49.6433537287087,57.3962740078848
-48.8595833288976,59.1415878627363
-48.0615932209961,60.8446010834641
-47.2504202093903,62.507213082806
-46.4270476623498,64.1313106992373
-45.5924078030663,65.7187558108936
-44.747384172252,67.2713755238944
-43.8928141923815,68.7909545805729
-43.0294917772855,70.2792296613224
-42.1581699425681,71.7378852854273
-41.2795633822856,73.168551048291
-40.3943509856944,74.572799964299
-39.5031782747945,75.9521477145046
-38.6066597490488,77.3080526260961
-37.7053811282207,78.6419162357874
-36.7999014879036,79.9550843117643
-35.8907552851721,81.2488482286846
-34.9784542739719,82.5244466075438
-34.0634893115339,83.7830671472215
-33.1463320582978,85.0258485873793
-32.2274365746936,86.253882753394
-31.3072408186669,87.4682166431643
-30.3861680481778,88.6698545236459
-29.4646281329562,89.8597600113491
-28.5430187798394,91.0388581165104
-27.6217266757396,92.2080372352025
-26.7011285520261,93.3681510773042
-25.7815921736504,94.5200205212971
-24.8634772557893,95.6644353892991
-23.947136310072,96.8021561377553
-23.0329154215931,97.9339154607351
-22.1211549568099,99.0604198040857
-21.2121902010499,100.182350789646
-20.3063519225368,101.300366549401
-19.4039668574942,102.41510297017
-18.5053581076522,103.527174849668
-17.6108454370795,104.63717696515
-16.7207454490043,105.745685056027
-15.8353716143232,106.853256721917
-14.9550341102816,107.960432237694
-14.0800394079893,109.067735287039
-13.210689516974,110.175673616029
-12.3472807470658,111.284739608195
-11.4901017705578,112.395410782447
-10.6394306391318,113.508150215178
-9.7955301898272,114.623406887818
-8.95864088310829,115.741615960944
-8.12896939224337,116.8631989762
-7.30666985942652,117.988563987039
-6.491811857869,119.118105619433
-5.68432280768549,120.252205063665
-4.88387769585018,121.391229998374
-4.08967002125071,122.535534448144
-3.29988244416104,123.685458576
-2.51026989262658,124.841328412411
-1.70944635916153,126.003455522561
-0.856263775708666,127.172136613955
0.130622005720153,128.347653086733
0.741391276865833,129.530270529361
1.36762395537387,130.720238162947
2.00142539714293,131.917788237721
2.63660945515375,133.123135385844
3.26850313752055,134.336475935251
3.89375425408508,135.557987189837
4.51014343639732,136.787826681967
5.11640189485003,138.026131403929
5.71185516766977,139.273017025717
6.29381676487027,140.528577107184
6.86191049257814,141.792882313365
7.41541082096039,143.065979642448
7.95366861143689,144.347891676578
8.47609262995978,145.638615866194
8.98213731979862,146.938123859326
9.47129392072981,148.246360887561
9.94308394511055,149.563245220833
10.3970544453833,150.888667703386
10.8327746539472,152.222491383291
11.2498336686686,153.5645512478
11.6478389310619,154.914654076466
12.0264153036255,156.272578423498
12.3852045991325,157.638074739926
12.7238654499179,159.010865645308
13.0420734313903,160.390646357386
13.3395213734787,161.777085286616
13.6159198079058,163.169824800911
13.8709975098478,164.568482163919
14.1045021003271,165.972650648154
14.3162006816127,167.381900822025
14.5058804824252,168.795782007496
14.6733494932905,170.213823902648
14.8184370752368,171.63553836104
14.9409945274477,173.060421317292
15.040895601537,174.487954846072
15.1180369520101,175.91760933944
15.1723385142073,177.348845785574
15.2037438026851,178.781118130171
15.212220124687,180.213875700359
15.1977587048444,181.646565669934
15.1603747189687,183.078635543963
15.100107236333,184.509535640437
15.0170190714426,185.93872154676
14.9111965479178,187.36565652927
14.782749178683,188.789813874823
14.6318092683008,190.210679144639
14.4585314449015,191.627752322146
14.263092130861,193.0405498383
14.045688963146,194.448606459949
13.8065401761495,195.851477028957
13.5458839620574,197.248738042169
13.2639778261598,198.639989064762
12.9610979576641,200.024853971874
12.6375386402568,201.402982015876
12.2936117315283,202.774048718941
11.9296462467028,204.137756592762
11.5459880906115,205.493835689324
11.1429999932317,206.84204398846
10.7210617196101,208.182167629555
10.280570645951,209.514020996194
9.8219428220065,210.837446663683
9.3456146777579,212.15231522032
8.85204558192628,213.458524974022
8.34172152292991,214.756001556316
7.81516026050046,216.044697436059
7.2729183963178,217.324591355275
6.71560099279908,218.595687699385
6.14387498120531,219.858015813916
5.55849052668918,221.11162927934
4.95996160894262,222.356605155239
4.35105350998639,223.593043204414
3.73226738011394,224.821065106924
3.10510141346167,226.040813673349
2.47205060686578,227.252452065892
1.83679046777119,228.456163035165
1.20436608507786,229.652148179901
0.581385191286118,230.840627235915
-0.05658275975349,232.021837400277
-1.08773023318576,233.196032695712
-1.91883616372146,234.363483379836
-2.7147053751425,235.524475403214
-3.50358288104521,236.67930991972
-4.29411282596434,237.828302852226
-5.08967316076338,238.971784516263
-5.89173720580531,240.110099303898
-6.7009530727239,241.243605429828
-7.51756471192594,242.372674741382
-8.34159979004885,243.497692593961
-9.17296225556997,244.619057793247
-10.0114815456429,245.737182605432
-10.8569403526675,246.852492836597
-11.7090910519816,247.965427982351
-12.5676657898669,249.076441448805
-13.4323828559168,250.186000845991
-14.3029507869154,251.294588354825
-15.1790710346861,252.402701168813
-16.0604396944087,253.510852011708
-16.9467485990038,254.619569732438
-17.8376859728212,255.72939997865
-18.7329367697345,256.840905950302
-19.6321827782438,257.954669234752
-20.5351025489128,259.07129072483
-21.4413711818038,260.191391621329
-22.350659999505,261.315614521311
-23.2626361232569,262.444624593435
-24.1769619639986,263.579110841356
-25.0932946360479,264.719787455839
-26.0112852982155,265.86739525583
-26.9305784249184,267.02270321807
-27.850811008211,268.186510094006
-28.7716116903248,269.359646111715
-29.6925998253176,270.542974759177
-30.6133844676111,271.737394643512
-31.5335632844642,272.943841418687
-32.4527213890807,274.163289771545
-33.3704300904691,275.396755452751
-34.2862455560318,276.645297335337
-35.1997073826646,277.9100194787
-36.1103370721845,279.192073170164
-37.0176364070728,280.4926589093
-37.9210857229354,281.81302829194
-38.8201420747314,283.154485741102
-39.7142372947969,284.518390020532
-40.6027759420486,285.906155453145
-41.4851331435945,287.319252751063
-42.3606523324055,288.759209346003
-43.2286428877043,290.227609088296
-44.0883776888194,291.726091159758
-44.9390905979817,293.256348019981
-45.7799738936541,294.820122177533
-46.6101756833023,296.419201547487
-47.4287973333715,298.055413125478
-48.2348909645818,299.730614676834
-49.0274570730817,301.44668410992
-49.8054423519182,303.205506176722
-50.5677378033526,305.008956125577
-51.3131772501682,306.858879924007
-52.0405363732257,308.757070679832
-52.7485324222685,310.705240922262
-53.4358247669764,312.704990469336
-54.101016473466,314.757769711771
-54.7426571068631,316.864838294926
-55.3592469703835,319.027219387382
-55.9492429931437,321.245649992668
-56.5110664692935,323.520528091139
-57.0431128267371,325.851857787932
-57.5437635611993,328.23919407688
-58.0114004079398,330.681589285928
-58.4444217372167,333.177543710398
-58.8412610508556,335.724963318462
-59.2004073283864,338.321127668967
-59.5204268285002,340.962671252418
-59.7999858036237,343.645581289816
-60.0378734455067,346.36521455571
-60.233024262418,349.116335011199
-60.3845390099352,351.893172958023
-60.4917032719406,354.689505119829
-60.5540028269433,357.498753628936
-60.5711350417764,0.314100489922339
-60.5430157065329,3.12861286474634
-60.4697809495243,5.93537362926008
-60.3517841298067,8.727611204921
-60.1895878733978,11.4988227309069
-59.9839516719511,14.2428852036002
-59.7358156765275,16.954150197154
-59.4462814760415,19.6275190628368
-59.1165907406229,22.258496931462
-58.7481026326698,24.8432252533628
-58.3422708491294,27.3784938686009
-57.9006210692788,29.8617346081895
-57.4247294581546,32.2909991331168
-56.9162027326072,34.664924113325
-56.3766601493623,36.9826869607355
-55.8077176342077,39.2439552097674
-55.2109741470793,41.4488323479477
-54.5880002742275,43.5978025010116
-53.9403289580619,45.691675928825
-53.2694482169382,47.7315368349692
-52.5767956693419,49.7186945679836
-51.8637546563844,51.6546389166053
-51.1316517499525,53.540999885557
-50.3817554378091,55.3795120855233
-49.6152757883521,57.1719836778843
-48.8333649139447,58.9202696754503
-48.0371180706138,60.6262493067788
-47.2275752518178,62.2918070952736
-46.4057231537396,63.9188172768561
-45.5724974082884,65.5091311746517
-44.7287849973295,67.0645671587909
-43.8754267771295,68.5869028404232
-43.0132200556772,70.0778691755614
-42.1429211773433,71.5391461849896
-41.2652480793986,72.9723600279005
-40.3808827933621,74.3790811980466
-39.490473871151,75.7608236408228
-38.59463872176,77.119044617227
-37.6939658488274,78.455145165671
-36.7890169831747,79.7704710350669
-35.8803291073121,81.0663139824679
-34.9684163711757,82.3439133459219
-34.0537719000615,83.6044578181433
-33.1368694969977,84.8490873597621
-32.2181652426795,86.0788952017406
-31.298098996682,87.294929896051
-30.3770958040132,88.49819738157
-29.4555672112113,89.6896630387694
-28.5339124961595,90.8702537123084
-27.6125198156185,92.0408596852046
-26.6917672741862,93.2023365920317
-25.772023917946,94.3555072616784
-24.8536506555396,95.5011634827144
-23.9370011086743,96.6400676864319
-23.0224223932277,97.7729545442879
-22.110255830989,98.9005324776426
-21.2008375907124,100.023485078885
-20.2944992553086,101.142472443628
-19.3915683096304,102.258132414326
-18.4923685400358,103.3710817361
-17.5972203324436,104.48191712581
-16.7064408492414,105.591216255682
-15.8203440562927,106.699538652846
-14.9392405578412,107.807426516261
-14.0634371769139,108.915405452481
-13.1932361877531,110.023985131704
-12.328934057872,111.133659865524
-11.4708194782066,112.244909107643
-10.6191703282582,113.358197878917
-9.77424899712238,114.473977117862
-8.93629507904866,115.592683957774
-8.10551371620838,116.714741931574
-7.28205641087349,117.84056110543
-6.46598814810524,118.970538142219
-5.65722812485077,120.105056295911
-4.85543581194279,121.244485338011
-4.05977315563556,122.389181417279
-3.26835146225894,123.539486854081
-2.47673730275121,124.695729870915
-1.6729114000984,125.858224260777
-0.812425389294464,127.027268995469
0.160753430651785,128.20314777609
0.774338360867314,129.386128528409
1.40312364637127,130.576462846232
2.03925504193265,131.774385386285
2.67659106860936,132.980113218782
3.31050701705079,134.193845138231
3.93770185645151,135.415760939829
4.55600944382273,136.646020667329
5.16469080179803,137.884763839004
5.76154816514767,139.132108659023
6.34537737261095,140.388151222314
6.91534516628295,141.652964721612
7.47072880752118,142.926598666281
8.01088074336267,144.209078122999
8.53521062868789,145.500402989142
9.04317326520001,146.800547310222
9.53425981393586,148.109458653238
10.0079913431973,149.427057548129
10.4639141554993,150.753237009787
10.9015964765012,152.087862153131
11.320626180653,153.430769913649
11.7206093021773,154.781768885522
12.1011691394181,156.140639288907
12.4619458067491,157.507133077255
12.8025961232315,158.880974194459
13.1227937531231,160.261858990565
13.4222295326259,161.649456803164
13.7006119313197,163.043410709981
13.9576676071687,164.443338456269
14.1931420217286,165.848833558498
14.4068000879935,167.259466583618
14.5984268277899,168.67478660079
14.7678280190973,170.094322800049
14.9148308165131,171.51758626991
15.0392843304315,172.944071923452
15.1410601525366,174.373260560162
15.220052817147,175.804621048449
15.2761801895405,177.237612611938
15.3093837741865,178.671687200708
15.3196289373533,180.106291927267
15.3069050401827,181.540871545934
15.2712254799314,182.974870953436
15.2126276386619,184.407737688315
15.1311727402712,185.838924406592
15.0269456183443,187.267891311674
14.9000543989026,188.694108517229
14.7506301037489,190.117058322973
14.5788261817101,191.53623738476
14.3848179767365,192.951158762224
14.1688021436329,194.361353829155
13.9309960239246,195.766374034159
13.6716369965872,197.165792501373
13.3909818206831,198.559205463537
13.0893059898497,199.946233522144
12.7669031221699,201.326522731844
12.4240844135106,202.699745508616
12.0611781884347,204.065601363453
11.6785295907474,205.42381746539
11.2765004665131,206.77414903955
10.8554695069634,208.116379607565
10.4158327384776,209.450321079211
9.95800447379514,210.775813705141
9.48241887442724,212.092725901756
8.98953232189167,213.400953959821
8.47982685615245,214.700421648975
7.95381501512837,215.991079730581
7.41204650346083,217.27290539142
6.85511726878774,218.54590161065
